Total_Variation_Distance
0.5000000000000754
0.08333333333339821
0.08333333333339817
0.037037037037101386
0.01080246913586695
0.0027006172840149793
0.0027006172840149958
0.0011288294467950608
0.00036436899869264297
0.00010419048169828162
0.00010419048169825374
