Total_Variation_Distance
0.9999997278289516
0.9999983669736794
0.9999923792104908
0.9999657064471904
0.9998470398676208
0.9993516885492206
0.9974059376837148
0.9903542578439694
0.9663378840333584
0.9141874605351964
0.8820420404482479
0.8403231244995075
0.7861370895862118
0.745602019438657
0.6937713673528221
0.6529163625346476
0.6118084820263563
0.5773200238524413
0.5488565262931618
0.5266096136717794
0.5118591087124866
0.5037598699793256
0.5007330989112199
0.5000633206882649
0.5000012301974333
0.4999999999999995
0.4999999999999991
0.4999999999999993
0.4999999999999992
0.4999999999999985
0.4999999999999989
0.4999999999999989
0.4999999999999992
0.4999999999999989
0.4999999999999994
0.4999999999999992
0.4999999999999993
0.4999999999999991
0.499999999999999
0.4999999999999991
0.4999999999999986
0.499999999999999
0.4999999999999985
0.4999999999999988
0.4999999999999992
0.4999999999999989
0.4999999999999983
0.4999999999999987
0.4999999999999987
0.4999999999999989
0.499999999999998
0.4999999999999983
0.4999999999999986
0.49999999999999845
0.49999999999999867
0.49999999999999895
0.49999999999999867
0.4999999999999984
